,dc,atype,bidf,instl,isp,nt,mfr,period
1079,0,8,0.0,0,1,1,Huawei,Morning
1080,0,8,0.0,0,1,1,Samsung,Afternoon
1081,0,8,0.0,0,1,1,Xiaomi,Evening
1082,0,8,0.0,0,1,0,Others,Evening
1083,0,8,0.0,0,1,1,Gionee,Evening
1084,0,8,0.0,0,1,0,vivo,Morning
1085,0,8,0.0,0,1,1,Coolpad,Morning
1086,0,8,0.0,0,1,1,Others,Afternoon
1087,0,8,0.0,0,1,1,Others,Evening
1088,0,13,0.0005,0,1,0,Others,Morning
1089,0,8,0.0,0,1,1,Samsung,Afternoon
1090,0,8,0.0,0,1,1,Xiaomi,Afternoon
1091,0,8,0.0,0,1,1,OPPO,Morning
1092,0,8,0.0,0,1,1,Samsung,Afternoon
1093,0,8,0.0,0,1,1,Huawei,Afternoon
1094,0,8,0.0,0,1,1,Meizu,Afternoon
1095,0,8,0.0,1,1,0,Others,Morning
1096,0,8,0.0,0,1,1,Others,Morning
1097,0,3,0.000498099,0,0,1,Apple,Afternoon
1098,0,8,0.0,0,2,0,Huawei,Evening
1099,0,8,0.0,0,1,1,Meizu,Evening
1100,0,8,0.0,0,1,1,Others,Morning
1101,0,8,0.0,0,1,1,vivo,Morning
1102,0,8,0.0,0,1,1,OPPO,Afternoon
1103,0,8,0.0,0,2,0,Meizu,Morning
1104,0,3,0.000498099,0,1,0,Others,Morning
1105,0,8,0.0,1,0,1,OPPO,Evening
1106,0,13,0.0007,0,1,1,Coolpad,Morning
1107,0,8,0.0,0,1,1,vivo,Morning
1108,0,8,0.0,0,1,1,Others,Evening
1109,0,8,0.0,0,1,1,vivo,Evening
1110,0,7,0.0008,0,1,1,Huawei,Afternoon
1111,0,8,0.0,0,2,1,OPPO,Morning
1112,0,8,0.0,0,3,1,vivo,Evening
1113,0,8,0.0,0,1,1,vivo,Morning
1114,0,8,0.0,0,1,1,OPPO,Evening
1115,0,8,0.0,0,1,0,Xiaomi,Afternoon
1116,0,8,0.0,0,1,1,OPPO,Afternoon
1117,0,8,0.0,0,1,1,OPPO,Afternoon
1118,0,8,0.0,0,1,1,Meizu,Morning
1119,0,8,0.0,0,1,1,Huawei,Afternoon
1120,0,8,0.0,0,0,1,Xiaomi,Evening
1121,0,8,0.0,0,1,1,Others,Afternoon
1122,0,8,0.0,0,1,1,Xiaomi,Evening
1123,0,8,0.0,0,1,1,Xiaomi,Morning
1124,0,8,0.0,0,0,1,Samsung,Evening
1125,0,8,0.0,0,1,1,Coolpad,Evening
1126,0,8,0.0,0,1,1,Huawei,Evening
1127,0,8,0.0,0,2,0,Others,Evening
1128,0,8,0.0,0,1,1,Meizu,Afternoon
1129,0,8,0.0,0,0,1,Apple,Evening
1130,0,8,0.0,0,3,1,Samsung,Evening
1131,0,8,0.0,0,0,1,Huawei,Evening
1132,0,8,0.0,1,1,0,Others,Morning
1133,1,8,0.0,0,1,1,Meizu,Evening
1134,0,8,0.0,0,1,1,vivo,Evening
1135,0,8,0.0,0,1,0,Huawei,Evening
1136,0,8,0.0,0,3,1,Others,Evening
1137,0,13,0.0012,0,1,1,Apple,Afternoon
1138,0,13,0.0007,0,1,1,vivo,Afternoon
1139,0,8,0.0,0,1,1,Samsung,Evening
1140,0,8,0.0,0,1,1,Others,Morning
1141,0,8,0.0,0,1,1,Others,Evening
1142,0,8,0.0,0,0,1,Coolpad,Morning
1143,0,8,0.0,0,1,1,OPPO,Morning
1144,0,7,0.0008,0,3,1,Coolpad,Evening
1145,0,8,0.0,0,1,1,Huawei,Afternoon
1146,0,8,0.0,0,0,1,Xiaomi,Evening
1147,0,8,0.0,0,1,1,Coolpad,Morning
1148,0,8,0.0,0,0,1,Gionee,Morning
1149,0,8,0.0,0,1,1,Huawei,Afternoon
1150,0,8,0.0,0,1,1,Huawei,Evening
1151,0,8,0.0,0,1,1,Others,Morning
1152,0,8,0.0,0,1,0,Xiaomi,Afternoon
1153,0,8,0.0,0,1,0,OPPO,Evening
1154,0,8,0.0,0,3,1,Xiaomi,Evening
1155,0,13,0.0007,0,1,1,OPPO,Evening
1156,0,8,0.0,0,1,1,Others,Afternoon
1157,0,8,0.0,0,2,1,Samsung,Morning
1158,0,8,0.0,0,1,1,Gionee,Morning
1159,0,3,0.000498099,0,0,1,Apple,Morning
1160,0,8,0.0,0,1,1,OPPO,Morning
1161,0,8,0.0,0,1,1,Others,Evening
1162,0,13,0.0007,0,1,1,Samsung,Evening
1163,0,3,0.000498099,0,0,1,Others,Afternoon
1164,0,8,0.0,0,0,1,Xiaomi,Morning
1165,0,8,0.0,1,1,1,OPPO,Evening
1166,0,8,0.0,0,1,1,OPPO,Morning
1167,0,8,0.0,0,1,3,Xiaomi,Afternoon
1168,0,8,0.0,0,1,1,Huawei,Morning
1169,0,8,0.0,0,1,1,Gionee,Morning
1170,0,8,0.0,0,1,0,Huawei,Afternoon
1171,0,8,0.0,0,1,1,OPPO,Afternoon
1172,0,8,0.0,0,1,1,Xiaomi,Evening
1173,0,8,0.0,0,1,1,Others,Morning
1174,0,8,0.0,0,1,0,vivo,Morning
1175,0,8,0.0,0,1,1,vivo,Evening
1176,0,8,0.0,0,1,1,Coolpad,Afternoon
1177,0,3,0.001067355,0,0,1,Samsung,Afternoon
1178,0,8,0.0,0,2,3,Others,Afternoon
1179,0,8,0.0,0,1,0,Huawei,Morning
1180,0,8,0.0,0,1,0,Others,Afternoon
1181,0,8,0.0,0,2,1,OPPO,Afternoon
1182,0,7,0.0008,0,3,5,OPPO,Afternoon
1183,0,8,0.0,0,1,1,OPPO,Morning
1184,0,8,0.0,0,3,1,Huawei,Morning
1185,0,8,0.0,0,1,1,Xiaomi,Afternoon
1186,0,8,0.0,0,1,1,Others,Morning
1187,0,8,0.0,0,1,1,OPPO,Evening
1188,0,8,0.0,1,3,0,Samsung,Afternoon
1189,0,8,0.0,0,2,1,Xiaomi,Morning
1190,0,7,0.0008,0,1,1,Xiaomi,Afternoon
1191,0,8,0.0,0,1,1,Samsung,Evening
1192,0,8,0.0,0,1,1,Meizu,Morning
1193,0,8,0.0,0,0,1,Meizu,Evening
1194,0,8,0.0,0,3,1,Samsung,Evening
1195,0,8,0.0,0,1,1,Huawei,Evening
1196,0,8,0.0,0,1,1,Samsung,Afternoon
1197,0,7,0.0008,0,2,1,Others,Afternoon
1198,0,8,0.0,0,1,1,vivo,Afternoon
1199,0,8,0.0,0,1,1,Coolpad,Evening
1200,0,8,0.0,0,1,1,Others,Morning
1201,0,8,0.0,0,1,1,OPPO,Morning
1202,0,8,0.0,0,3,1,vivo,Evening
1203,0,8,0.0,0,2,1,Huawei,Morning
1204,0,8,0.0,0,1,1,Huawei,Evening
1205,0,13,0.002,0,1,0,Apple,Morning
1206,0,8,0.0,0,1,1,Others,Afternoon
1207,0,8,0.0,0,3,1,Huawei,Morning
1208,0,8,0.0,0,1,1,Xiaomi,Evening
1209,0,8,0.0,0,1,1,OPPO,Morning
1210,0,8,0.0,0,1,1,Huawei,Morning
1211,0,21,0.001,0,1,1,Apple,Evening
1212,0,8,0.0,0,1,0,vivo,Afternoon
1213,0,8,0.0,0,1,1,OPPO,Afternoon
1214,0,8,0.0,0,1,1,Others,Afternoon
1215,0,8,0.0,0,1,1,Samsung,Afternoon
1216,0,13,0.002,0,1,0,Apple,Morning
1217,0,8,0.0,0,2,1,Others,Evening
1218,0,8,0.0,0,1,1,vivo,Morning
1219,0,8,0.0,0,1,1,Gionee,Evening
1220,0,8,0.0,0,2,1,vivo,Evening
1221,0,8,0.0,0,1,0,Xiaomi,Morning
1222,0,8,0.0,0,1,0,Meizu,Morning
1223,0,13,0.002,0,1,0,Apple,Morning
1224,0,8,0.0,0,2,1,Others,Morning
1225,0,13,0.0007,0,1,1,Meizu,Afternoon
1226,0,8,0.0,0,1,0,Coolpad,Afternoon
1227,0,8,0.0,0,1,1,Huawei,Afternoon
1228,0,8,0.0,0,3,0,Huawei,Morning
1229,0,8,0.0,0,1,0,Others,Morning
1230,0,8,0.0,0,1,1,Xiaomi,Evening
1231,0,7,0.0008,0,0,1,Huawei,Afternoon
1232,0,8,0.0,0,1,1,Samsung,Evening
1233,0,8,0.0,0,2,1,Samsung,Afternoon
1234,0,8,0.0,0,1,1,vivo,Evening
1235,0,8,0.0,0,1,4,Xiaomi,Morning
1236,0,8,0.0,0,1,1,Others,Morning
1237,0,8,0.0,0,2,1,Xiaomi,Morning
1238,0,8,0.0,0,3,1,Others,Afternoon
1239,0,3,0.000498099,0,0,1,Apple,Afternoon
1240,0,8,0.0,0,1,1,Others,Evening
1241,0,8,0.0,0,1,1,vivo,Afternoon
1242,0,8,0.0,0,1,0,OPPO,Morning
1243,0,8,0.0,0,2,1,OPPO,Morning
1244,0,13,0.0007,0,1,1,vivo,Evening
1245,0,8,0.0,0,1,1,Xiaomi,Morning
1246,0,7,0.0005,0,2,1,Xiaomi,Afternoon
1247,0,8,0.0,0,0,1,Coolpad,Afternoon
1248,0,8,0.0,0,1,1,Huawei,Afternoon
1249,0,8,0.0,0,1,1,vivo,Afternoon
1250,0,8,0.0,0,1,0,Huawei,Afternoon
1251,0,8,0.0,0,1,1,Huawei,Morning
1252,0,7,0.0008,0,1,1,Gionee,Morning
1253,0,3,0.000498099,0,0,1,Apple,Evening
1254,0,13,0.0003,0,3,1,Xiaomi,Morning
1255,0,8,0.0,0,2,1,OPPO,Evening
1256,0,7,0.0006,0,1,5,Others,Evening
1257,0,8,0.0,0,0,1,Samsung,Evening
1258,0,8,0.0,1,1,0,Huawei,Afternoon
1259,0,8,0.0,0,3,1,Others,Evening
1260,0,8,0.0,0,1,0,Others,Morning
1261,0,8,0.0,0,1,1,vivo,Afternoon
1262,0,7,0.0008,0,2,3,Huawei,Afternoon
1263,0,8,0.0,0,1,0,Others,Morning
1264,0,8,0.0,0,1,1,Meizu,Afternoon
1265,0,8,0.0,0,1,0,OPPO,Afternoon
1266,0,8,0.0,0,3,1,vivo,Afternoon
1267,0,8,0.0,0,1,1,Xiaomi,Evening
1268,0,8,0.0,0,0,1,Coolpad,Morning
1269,0,8,0.0,0,3,1,OPPO,Afternoon
1270,0,8,0.0,0,1,1,Xiaomi,Afternoon
1271,0,8,0.0,0,1,1,Meizu,Morning
1272,0,8,0.0,0,1,1,Huawei,Evening
1273,0,8,0.0,0,0,1,Coolpad,Evening
1274,0,8,0.0,0,1,1,OPPO,Morning
1275,0,8,0.0,0,1,1,OPPO,Morning
1276,0,8,0.0,0,1,1,Samsung,Evening
1277,0,8,0.0,0,1,1,Others,Afternoon
1278,0,8,0.0,0,2,1,Samsung,Evening
1279,0,8,0.0,0,3,1,Huawei,Evening
1280,0,8,0.0,0,1,1,Samsung,Evening
1281,0,8,0.0,0,1,1,OPPO,Morning
1282,0,8,0.0,0,2,1,OPPO,Morning
1283,0,8,0.0,0,0,1,Meizu,Evening
1284,0,8,0.0,0,1,1,vivo,Afternoon
1285,0,8,0.0,0,1,1,Xiaomi,Evening
1286,0,8,0.0,0,1,1,vivo,Afternoon
1287,0,8,0.0,0,3,1,vivo,Evening
1288,0,8,0.0,0,1,0,Huawei,Afternoon
1289,0,8,0.0,0,1,0,Huawei,Morning
1290,0,8,0.0,0,1,1,Others,Afternoon
1291,0,3,0.000498099,0,0,1,Huawei,Afternoon
1292,0,8,0.0,0,3,0,Huawei,Evening
1293,0,3,0.000498099,0,0,1,Meizu,Evening
1294,0,13,0.0007,0,1,3,Xiaomi,Afternoon
1295,0,8,0.0,0,1,0,Others,Afternoon
1296,0,8,0.0,0,2,1,Samsung,Afternoon
1297,0,8,0.0,0,1,1,Huawei,Evening
1298,0,7,0.0006,0,1,5,OPPO,Afternoon
1299,0,8,0.0,0,3,1,OPPO,Evening
1300,0,8,0.0,0,1,1,Huawei,Morning
1301,0,8,0.0,0,1,1,Xiaomi,Evening
1302,0,8,0.0,0,1,1,Others,Afternoon
1303,0,8,0.0,0,1,1,Huawei,Evening
1304,0,8,0.0,1,1,0,Others,Afternoon
1305,0,8,0.0,0,0,1,Meizu,Evening
1306,0,8,0.0,0,1,1,Huawei,Evening
1307,0,3,0.000498099,0,0,1,Apple,Afternoon
1308,0,8,0.0,0,0,1,Huawei,Afternoon
1309,0,8,0.0,0,1,0,Xiaomi,Evening
1310,0,13,0.0007,0,1,5,Huawei,Evening
1311,0,8,0.0,0,1,1,Huawei,Morning
1312,0,7,0.0008,0,0,1,Samsung,Morning
1313,0,8,0.0,1,1,0,Others,Morning
1314,0,8,0.0,0,3,1,OPPO,Evening
1315,0,8,0.0,0,0,1,Meizu,Evening
1316,0,8,0.0,0,0,1,Others,Evening
1317,0,8,0.0,0,1,1,vivo,Evening
1318,0,8,0.0,0,1,1,OPPO,Afternoon
1319,0,8,0.0,0,2,1,Xiaomi,Afternoon
1320,0,8,0.0,0,1,1,OPPO,Evening
1321,0,8,0.0,0,1,1,OPPO,Afternoon
1322,0,8,0.0,0,1,1,Xiaomi,Afternoon
1323,0,8,0.0,0,1,1,Gionee,Evening
1324,0,8,0.0,0,1,0,Huawei,Afternoon
1325,0,13,0.0007,0,3,1,Huawei,Afternoon
1326,0,8,0.0,0,3,1,vivo,Evening
1327,0,8,0.0,0,1,0,Others,Evening
1328,0,8,0.0,1,1,1,Others,Afternoon
1329,0,8,0.0,0,2,1,OPPO,Morning
1330,0,8,0.0,0,1,0,Huawei,Afternoon
1331,0,8,0.0,0,0,1,Others,Afternoon
1332,0,8,0.0,0,1,1,vivo,Evening
1333,0,8,0.0,0,2,0,Others,Morning
1334,0,8,0.0,0,2,1,vivo,Afternoon
1335,0,8,0.0,0,1,1,OPPO,Morning
1336,0,8,0.0,0,1,1,vivo,Evening
1337,0,8,0.0,0,1,1,OPPO,Afternoon
1338,0,8,0.0,0,3,1,Huawei,Afternoon
1339,0,3,0.00142314,0,0,1,Apple,Evening
1340,0,8,0.0,0,1,1,Meizu,Evening
1341,0,8,0.0,0,1,0,Others,Afternoon
1342,0,8,0.0,0,2,1,Others,Morning
1343,0,8,0.0,0,2,1,OPPO,Afternoon
1344,0,8,0.0,0,1,0,vivo,Morning
1345,0,8,0.0,0,0,1,Huawei,Evening
1346,0,3,0.000498099,1,0,1,Others,Evening
1347,0,13,0.0007,0,1,1,Huawei,Evening
1348,0,8,0.0,0,1,1,vivo,Evening
1349,0,8,0.0,0,1,1,OPPO,Evening
1350,0,8,0.0,0,1,1,Others,Evening
1351,0,8,0.0,0,1,0,Others,Afternoon
1352,0,8,0.0,0,1,1,vivo,Evening
1353,0,8,0.0,0,1,1,Others,Evening
1354,0,8,0.0,0,2,1,Xiaomi,Afternoon
1355,0,8,0.0,0,3,1,OPPO,Afternoon
1356,0,8,0.0,0,1,1,Huawei,Afternoon
1357,0,13,0.0007,0,1,1,Samsung,Evening
1358,0,8,0.0,0,1,1,Xiaomi,Afternoon
1359,0,8,0.0,0,1,1,Huawei,Morning
1360,0,8,0.0,1,2,1,vivo,Evening
1361,0,8,0.0,0,1,1,OPPO,Afternoon
1362,0,8,0.0,0,1,1,Others,Evening
1363,0,8,0.0,0,1,1,OPPO,Morning
1364,0,8,0.0,0,1,1,Samsung,Morning
1365,0,8,0.0,0,0,1,Coolpad,Evening
1366,0,8,0.0,0,1,0,Xiaomi,Morning
1367,0,8,0.0,0,1,1,OPPO,Morning
1368,0,8,0.0,0,1,1,vivo,Evening
1369,0,8,0.0,0,1,0,Others,Afternoon
1370,0,8,0.0,0,2,0,Huawei,Afternoon
1371,0,8,0.0,0,0,1,Meizu,Evening
1372,0,8,0.0,0,2,1,vivo,Evening
1373,0,8,0.0,0,1,1,Xiaomi,Morning
1374,0,8,0.0,0,0,1,Others,Morning
1375,0,8,0.0,0,1,1,OPPO,Afternoon
1376,0,7,0.0008,0,3,1,Huawei,Morning
1377,0,8,0.0,0,1,1,vivo,Afternoon
1378,0,8,0.0,0,1,1,OPPO,Afternoon
1379,0,8,0.0,0,1,1,OPPO,Morning
1380,0,8,0.0,0,0,1,vivo,Morning
1381,0,8,0.0,0,1,1,Xiaomi,Evening
1382,0,8,0.0,0,3,1,Xiaomi,Evening
1383,0,8,0.0,1,2,1,OPPO,Morning
1384,0,8,0.0,0,1,1,Meizu,Afternoon
1385,0,8,0.0,0,1,1,Huawei,Evening
1386,0,8,0.0,0,1,1,Samsung,Morning
1387,0,8,0.0,0,1,0,Huawei,Morning
1388,0,8,0.0,0,1,0,Samsung,Evening
1389,0,8,0.0,0,3,1,OPPO,Evening
1390,0,3,0.000498099,0,1,0,Samsung,Evening
1391,0,8,0.0,0,1,0,Coolpad,Afternoon
1392,0,8,0.0,0,1,0,vivo,Evening
1393,0,8,0.0,0,3,1,Huawei,Evening
1394,0,8,0.0,0,1,1,Xiaomi,Evening
1395,0,8,0.0,0,1,1,vivo,Afternoon
1396,0,8,0.0,0,1,1,OPPO,Afternoon
1397,0,8,0.0,0,0,1,Others,Evening
1398,0,8,0.0,0,2,1,OPPO,Afternoon
1399,0,3,0.000498099,0,0,1,Xiaomi,Afternoon
1400,0,8,0.0,0,2,3,Others,Evening
1401,0,8,0.0,0,2,1,vivo,Evening
1402,0,8,0.0,0,0,1,Xiaomi,Afternoon
1403,0,8,0.0,0,3,1,OPPO,Afternoon
1404,0,8,0.0,0,2,1,Meizu,Evening
1405,0,8,0.0,0,1,1,Others,Evening
1406,0,8,0.0,0,1,1,Meizu,Morning
1407,0,8,0.0,0,1,1,OPPO,Afternoon
1408,0,8,0.0,0,1,1,vivo,Afternoon
1409,0,8,0.0,0,1,1,Xiaomi,Evening
1410,0,8,0.0,0,1,1,Huawei,Morning
1411,0,8,0.0,0,3,0,Others,Morning
1412,0,8,0.0,0,2,1,Xiaomi,Morning
1413,0,13,0.002,0,1,0,Apple,Afternoon
1414,0,7,0.0008,0,1,1,Others,Afternoon
1415,0,8,0.0,0,1,1,Meizu,Morning
1416,0,8,0.0,0,2,1,vivo,Evening
1417,0,8,0.0,0,2,1,vivo,Afternoon
1418,0,8,0.0,0,1,1,Huawei,Evening
1419,0,8,0.0,0,1,1,OPPO,Afternoon
1420,0,8,0.0,0,1,1,OPPO,Afternoon
1421,0,13,0.0007,0,1,1,Huawei,Afternoon
1422,0,8,0.0,0,3,1,OPPO,Evening
1423,0,8,0.0,0,1,1,Xiaomi,Evening
1424,0,8,0.0,0,1,1,OPPO,Morning
1425,0,8,0.0,0,1,0,Others,Morning
1426,0,8,0.0,0,1,1,Samsung,Morning
1427,0,3,0.000498099,0,0,1,Xiaomi,Afternoon
1428,0,8,0.0,0,1,1,Meizu,Morning
1429,0,8,0.0,0,3,1,Others,Afternoon
1430,0,8,0.0,0,1,0,Huawei,Evening
1431,0,7,0.0008,0,1,1,Others,Afternoon
1432,0,3,0.00142314,0,0,1,Apple,Evening
1433,0,8,0.0,0,1,0,Xiaomi,Evening
1434,0,8,0.0,0,0,1,Apple,Afternoon
1435,0,8,0.0,0,1,1,Xiaomi,Morning
1436,1,7,0.0008,0,1,1,Huawei,Evening
1437,0,7,0.0006,0,1,5,Others,Evening
1438,0,8,0.0,0,3,0,Xiaomi,Afternoon
1439,0,8,0.0,0,1,0,Others,Morning
1440,0,8,0.0,0,1,1,Others,Morning
1441,0,8,0.0,0,1,1,Meizu,Evening
1442,0,8,0.0,0,1,1,Others,Morning
1443,0,8,0.0,0,3,1,Huawei,Afternoon
1444,0,8,0.0,0,1,1,OPPO,Morning
1445,0,8,0.0,0,0,1,Huawei,Afternoon
1446,0,8,0.0,0,1,1,Xiaomi,Morning
1447,0,8,0.0,0,2,1,Coolpad,Afternoon
1448,0,8,0.0,0,1,1,Meizu,Afternoon
1449,0,8,0.0,0,1,1,Xiaomi,Morning
1450,0,8,0.0,0,3,1,vivo,Afternoon
1451,0,8,0.0,0,1,1,Huawei,Morning
1452,0,8,0.0,0,1,0,Others,Afternoon
1453,0,8,0.0,0,1,1,Samsung,Afternoon
1454,0,8,0.0,0,1,1,Xiaomi,Afternoon
1455,0,8,0.0,0,1,0,Others,Afternoon
1456,0,8,0.0,0,0,0,Others,Morning
1457,0,13,0.0007,0,1,1,Others,Morning
1458,0,8,0.0,0,1,0,Others,Afternoon
1459,0,7,0.0006,0,3,1,Xiaomi,Afternoon
1460,0,7,0.0006,0,1,5,Others,Afternoon
1461,0,7,0.0006,0,1,5,Others,Morning
1462,0,8,0.0,0,2,0,Huawei,Morning
1463,0,8,0.0,0,1,1,OPPO,Afternoon
1464,0,8,0.0,0,3,1,Samsung,Evening
1465,0,8,0.0,0,1,1,Samsung,Evening
1466,0,8,0.0,0,1,1,Xiaomi,Morning
1467,0,8,0.0,0,1,1,OPPO,Evening
1468,0,8,0.0,0,2,1,Xiaomi,Afternoon
1469,0,8,0.0,0,2,1,Meizu,Afternoon
1470,0,8,0.0,0,3,1,Samsung,Evening
1471,0,7,0.0005,0,1,1,Others,Morning
1472,0,8,0.0,0,1,1,Others,Morning
1473,0,8,0.0,0,1,1,Huawei,Evening
1474,0,8,0.0,0,1,0,Samsung,Morning
1475,0,7,0.0006,0,1,5,OPPO,Morning
1476,0,7,0.0010400000000000001,0,0,5,Huawei,Afternoon
1477,0,8,0.0,0,1,1,OPPO,Morning
1478,0,8,0.0,0,1,1,vivo,Morning
1479,0,8,0.0,0,2,1,OPPO,Morning
1480,0,8,0.0,0,1,1,Huawei,Morning
1481,0,8,0.0,0,0,1,Gionee,Morning
1482,0,8,0.0,0,2,1,Others,Evening
1483,0,13,0.0007,0,1,1,Samsung,Afternoon
1484,0,8,0.0,0,1,0,Huawei,Morning
1485,0,8,0.0,0,1,1,Xiaomi,Afternoon
1486,0,8,0.0,0,3,1,OPPO,Evening
1487,0,8,0.0,0,3,1,Others,Evening
1488,0,7,0.0008,0,3,1,Others,Morning
1489,0,8,0.0,0,1,1,vivo,Morning
1490,0,8,0.0,0,1,1,vivo,Evening
1491,0,8,0.0,0,1,1,vivo,Morning
1492,0,8,0.0,0,1,1,vivo,Afternoon
1493,0,8,0.0,0,1,1,Xiaomi,Evening
1494,0,8,0.0,0,1,1,OPPO,Evening
1495,0,8,0.0,0,1,1,Huawei,Evening
1496,0,8,0.0,0,1,1,vivo,Morning
1497,0,3,0.000498099,0,1,4,Samsung,Morning
1498,0,8,0.0,0,2,1,Samsung,Morning
1499,0,8,0.0,0,1,1,Huawei,Morning
1500,0,8,0.0,0,0,1,vivo,Afternoon
1501,0,8,0.0,0,1,1,vivo,Evening
1502,0,8,0.0,0,3,1,OPPO,Evening
1503,0,8,0.0,0,1,1,OPPO,Morning
1504,0,8,0.0,0,1,1,OPPO,Evening
1505,0,8,0.0,0,1,1,Coolpad,Morning
1506,0,8,0.0,0,2,1,Samsung,Afternoon
1507,0,8,0.0,0,1,1,Others,Morning
1508,0,8,0.0,0,1,0,vivo,Afternoon
1509,0,8,0.0,0,1,0,Others,Evening
1510,0,8,0.0,0,1,1,OPPO,Afternoon
1511,0,8,0.0,0,1,1,Huawei,Afternoon
1512,0,8,0.0,0,1,1,OPPO,Morning
1513,0,8,0.0,0,1,1,Huawei,Afternoon
1514,0,8,0.0,0,1,1,Gionee,Evening
1515,0,13,0.0007,0,1,1,Others,Evening
1516,0,8,0.0,0,3,1,Xiaomi,Afternoon
1517,0,8,0.0,0,1,1,OPPO,Afternoon
1518,0,8,0.0,0,1,0,Others,Morning
1519,0,3,0.000498099,0,0,1,Apple,Morning
1520,0,8,0.0,0,1,1,vivo,Afternoon
1521,0,7,0.0004,0,2,1,Others,Afternoon
1522,0,8,0.0,0,2,1,vivo,Evening
1523,0,8,0.0,0,0,0,Xiaomi,Evening
1524,0,8,0.0,0,3,1,Coolpad,Evening
1525,0,8,0.0,0,3,1,Huawei,Evening
1526,0,3,0.000498099,0,0,1,Huawei,Evening
1527,0,8,0.0,0,1,1,vivo,Afternoon
1528,0,8,0.0,0,1,1,OPPO,Afternoon
1529,0,8,0.0,0,1,1,Gionee,Morning
1530,0,8,0.0,0,1,1,Samsung,Evening
1531,1,8,0.0,0,1,1,Xiaomi,Morning
1532,0,8,0.0,0,2,0,Others,Morning
1533,0,8,0.0,0,0,1,Xiaomi,Afternoon
1534,0,8,0.0,0,1,1,vivo,Morning
1535,0,8,0.0,0,1,0,Samsung,Afternoon
1536,0,8,0.0,0,0,1,Others,Afternoon
1537,0,8,0.0,0,1,0,OPPO,Afternoon
1538,0,8,0.0,0,1,1,Huawei,Morning
1539,0,8,0.0,0,1,0,Huawei,Morning
1540,0,8,0.0,0,1,0,OPPO,Morning
1541,0,8,0.0,0,0,1,OPPO,Afternoon
1542,0,8,0.0,0,3,1,Huawei,Afternoon
1543,0,8,0.0,0,1,1,Xiaomi,Morning
1544,0,8,0.0,0,3,1,OPPO,Evening
1545,0,8,0.0,0,1,1,Others,Evening
1546,0,8,0.0,0,1,0,Huawei,Afternoon
1547,0,8,0.0,0,1,1,Xiaomi,Evening
1548,0,8,0.0,0,1,1,Xiaomi,Evening
1549,0,8,0.0,0,1,1,Xiaomi,Afternoon
1550,0,8,0.0,0,1,0,Coolpad,Morning
1551,0,8,0.0,0,1,1,vivo,Evening
1552,0,8,0.0,0,1,1,Samsung,Afternoon
1553,0,8,0.0,0,1,1,Others,Evening
1554,0,8,0.0,0,2,1,Xiaomi,Afternoon
1555,0,8,0.0,0,0,1,Xiaomi,Morning
1556,0,7,0.0008,0,2,5,Huawei,Afternoon
1557,0,8,0.0,0,1,1,vivo,Morning
1558,0,8,0.0,0,1,1,Others,Evening
1559,0,8,0.0,0,1,1,Xiaomi,Afternoon
1560,0,13,0.002,0,1,0,Apple,Afternoon
1561,0,8,0.0,0,1,0,Others,Morning
1562,0,8,0.0,0,1,0,Huawei,Morning
1563,0,8,0.0,0,1,0,Huawei,Afternoon
1564,0,8,0.0,0,1,1,Samsung,Morning
1565,0,8,0.0,0,1,3,Coolpad,Morning
1566,0,8,0.0,0,1,1,Others,Evening
1567,0,8,0.0,0,1,1,OPPO,Morning
1568,0,8,0.0,0,1,1,Coolpad,Morning
1569,0,8,0.0,0,1,1,vivo,Afternoon
1570,0,8,0.0,0,1,1,Gionee,Evening
1571,1,8,0.0,0,3,1,vivo,Evening
1572,0,8,0.0,0,1,1,OPPO,Morning
1573,0,7,0.00065,0,0,1,Xiaomi,Afternoon
1574,0,8,0.0,0,1,1,Coolpad,Afternoon
1575,0,8,0.0,0,1,1,OPPO,Evening
1576,0,8,0.0,0,1,1,Xiaomi,Evening
1577,0,8,0.0,0,3,0,OPPO,Evening
1578,0,8,0.0,0,1,1,OPPO,Afternoon
1579,0,8,0.0,0,1,0,vivo,Morning
1580,0,8,0.0,0,1,1,Others,Evening
1581,0,7,0.0006,0,1,1,Xiaomi,Evening
1582,0,8,0.0,0,1,1,Xiaomi,Evening
1583,0,7,0.0008,0,0,1,Huawei,Evening
1584,0,8,0.0,0,1,1,vivo,Morning
1585,0,8,0.0,0,1,1,OPPO,Afternoon
1586,0,8,0.0,0,1,1,Xiaomi,Afternoon
1587,0,8,0.0,0,1,1,Samsung,Afternoon
1588,0,8,0.0,0,1,0,Huawei,Morning
1589,0,8,0.0,0,1,1,vivo,Evening
1590,0,8,0.0,0,1,1,Huawei,Evening
1591,0,8,0.0,0,1,1,OPPO,Afternoon
1592,0,8,0.0,0,3,1,Samsung,Morning
1593,0,8,0.0,0,1,1,Xiaomi,Afternoon
1594,0,8,0.0,0,1,1,Others,Afternoon
1595,0,8,0.0,0,0,1,OPPO,Afternoon
1596,0,8,0.0,0,0,1,vivo,Morning
1597,0,8,0.0,0,1,1,Samsung,Afternoon
1598,0,8,0.0,0,1,0,vivo,Morning
1599,0,8,0.0,0,2,1,Others,Afternoon
1600,0,8,0.0,1,1,1,Coolpad,Evening
1601,0,8,0.0,0,1,1,vivo,Morning
1602,0,8,0.0,0,1,1,Xiaomi,Morning
